17,3,2,0.42,0
17.1,3,2,0.39,0
17.2,3,2,0.36,0
17.3,3,2,0.33,0
17.4,3,2,0.3,0
17.5,3,2,0.27,0
17.6,3,2,0.24,0
17.7,3,2,0.21,0
17.8,3,2,0.18,0
17.9,3,2,0.15,0
18,3,2,0.12,0
18.1,3,2,0.0900000000000001,0
18.2,3,2,0.0600000000000001,0
18.3,3,2,0.03,0
18.4,3,2,0,0
